AAANNN.p,SZS,v8.2.0,v8.1.0,v8.0.0,v7.5.0,v7.4.0,v7.3.0,v7.2.0,v7.1.0,v7.0.0,v6.4.0,v6.3.0
ARI674_1,THM,0.25,0.17,0.17,0.17,0.20,0.17,0.12,0.12,0.17,0.33,0.67
ARI675_1,THM,0.25,0.17,0.17,0.17,0.20,0.17,0.12,0.12,0.17,0.50,1.00
ARI676_1,THM,0.25,0.17,0.17,0.17,0.20,0.17,0.12,0.12,0.17,0.50,1.00
ARI677_1,THM,0.12,0.25,0.25,0.25,0.30,0.25,0.17,0.17,0.17,0.57,1.00
ARI678_1,THM,0.25,0.17,0.17,0.17,0.20,0.17,0.12,0.12,0.17,0.50,1.00
ARI679_1,THM,0.25,0.33,0.33,0.33,0.20,0.50,0.62,0.62,0.67,0.83,1.00
ARI680_1,THM,0.25,0.17,0.17,0.17,0.20,0.17,0.12,0.12,0.17,0.50,1.00
ARI681_1,THM,0.25,0.17,0.17,0.17,0.20,0.17,0.12,0.12,0.17,0.50,1.00
ARI682_1,THM,0.25,0.17,0.17,0.17,0.20,0.17,0.12,0.12,0.17,0.50,1.00
ARI683_1,THM,0.50,0.67,0.50,0.50,0.60,0.33,0.50,0.50,0.50,0.67,1.00
ARI684_1,THM,0.00,0.12,0.12,0.12,0.20,0.25,0.17,0.17,0.17,0.43,0.33
ARI685_1,THM,0.12,0.25,0.25,0.25,0.30,0.38,0.33,0.33,0.33,0.43,0.33
ARI686_1,THM,0.38,0.38,0.50,0.50,0.60,0.62,0.50,0.50,0.50,0.57,1.00
ARI687_1,THM,0.25,0.38,0.38,0.38,0.40,0.38,0.33,0.33,0.33,0.57,1.00
ARI688_1,THM,0.12,0.12,0.12,0.12,0.20,0.00,0.00,0.00,0.00,0.00,0.00
ARI689_1,THM,0.25,0.38,0.38,0.38,0.40,0.38,0.33,0.33,0.33,0.43,0.33
ARI690_1,THM,0.12,0.12,0.12,0.12,0.20,0.00,0.00,0.00,0.00,0.00,0.00
ARI691_1,THM,0.00,0.12,0.12,0.12,0.20,0.25,0.17,0.17,0.17,0.43,0.33
ARI692_1,UNS,0.00,0.25,0.33,0.33,0.33,0.33,0.25,0.25,0.33,0.00,0.00
ARI693_1,THM,0.88,0.88,0.50,0.50,0.70,0.75,0.67,0.67,0.67,0.86,1.00
ARI694_1,THM,0.88,0.88,0.62,0.62,0.70,0.88,0.83,0.83,0.83,0.86,1.00
ARI695_1,THM,0.00,0.12,0.12,0.12,0.20,0.25,0.17,0.17,0.17,0.43,0.33
ARI696_1,THM,0.25,0.38,0.38,0.38,0.40,0.38,0.33,0.33,0.33,0.43,0.33
ARI697_1,THM,0.75,0.75,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.71,0.33
ARI698_1,THM,0.12,0.12,0.12,0.12,0.20,0.12,0.17,0.17,0.17,0.14,0.00
ARI699_1,UNS,0.00,0.25,0.33,0.33,0.33,0.33,0.25,0.25,0.33,0.00,1.00
ARI700_1,THM,0.38,0.50,0.38,0.38,0.40,0.38,0.33,0.33,0.33,0.43,0.33
ARI701_1,THM,0.25,0.38,0.38,0.38,0.40,0.38,0.33,0.33,0.33,0.43,0.33
ARI702_1,THM,0.12,0.25,0.25,0.25,0.30,0.25,0.17,0.17,0.17,0.43,0.33
ARI703_1,THM,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
ARI704_1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ARI705_1,THM,0.12,0.12,0.12,0.12,0.20,0.12,0.17,0.17,0.17,0.14,0.00
ARI706_1,THM,0.12,0.25,0.25,0.25,0.30,0.25,0.17,0.17,0.17,0.43,0.33
ARI707_1,THM,0.25,0.38,0.38,0.38,0.40,0.38,0.33,0.33,0.33,0.43,0.33
ARI708_1,THM,0.25,0.38,0.38,0.38,0.40,0.38,0.33,0.33,0.33,0.43,0.33
ARI709_1,THM,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00
ARI710_1,THM,0.12,0.25,0.25,0.25,0.30,0.38,0.33,0.33,0.33,0.43,0.33
ARI711_1,THM,0.12,0.25,0.25,0.25,0.30,0.38,0.33,0.33,0.33,0.43,0.33
ARI712_1,THM,0.12,0.25,0.25,0.25,0.30,0.38,0.33,0.33,0.33,0.43,0.33
ARI713_1,THM,0.38,0.38,0.38,0.38,0.40,0.38,0.50,0.50,0.50,0.43,0.33
ARI714_1,THM,0.38,0.38,0.38,0.38,0.40,0.50,0.67,0.67,0.67,0.57,0.33
ARI715_1,THM,0.38,0.38,0.38,0.38,0.40,0.50,0.67,0.67,0.67,0.43,0.33
ARI716_1,THM,0.50,0.67,0.67,0.67,0.40,0.50,0.38,0.38,0.50,0.50,0.33
ARI717_1,THM,0.00,0.00,0.00,0.00,0.00,0.17,0.25,0.25,0.17,0.17,0.33
ARI718_1,THM,0.50,0.33,0.33,0.33,0.40,0.50,0.62,0.62,0.50,0.50,1.00
ARI719_1,THM,0.38,0.38,0.38,0.38,0.50,0.50,0.50,0.50,0.50,0.29,0.33
ARI720_1,THM,0.25,0.17,0.17,0.17,0.20,0.33,0.25,0.25,0.33,0.33,0.33
ARI721_1,THM,0.25,0.17,0.17,0.17,0.20,0.33,0.25,0.25,0.33,0.33,0.33
ARI722_1,THM,0.38,0.38,0.38,0.38,0.40,0.50,0.67,0.67,0.67,0.43,0.33
ARI723_1,THM,0.38,0.38,0.38,0.38,0.40,0.50,0.67,0.67,0.67,0.57,1.00
ARI724_1,THM,0.75,0.83,0.83,0.83,0.60,0.67,0.50,0.50,0.67,0.67,0.33
ARI725_1,THM,0.25,0.17,0.17,0.17,0.20,0.33,0.50,0.50,0.33,0.33,0.33
ARI726_1,THM,0.25,0.17,0.17,0.17,0.20,0.33,0.50,0.50,0.33,0.50,0.33
ARI727_1,THM,0.25,0.17,0.17,0.17,0.20,0.33,0.25,0.25,0.33,0.33,0.33
ARI728_1,THM,1.00,1.00,1.00,1.00,0.80,0.83,0.88,0.88,0.83,0.83,0.33
ARI729_1,THM,0.38,0.38,0.38,0.38,0.40,0.50,0.67,0.67,0.67,0.43,0.33
ARI730_1,THM,0.25,0.17,0.17,0.17,0.20,0.33,0.25,0.25,0.33,0.33,0.33
ARI731_1,THM,0.75,0.83,0.83,0.83,0.60,0.67,0.75,0.75,0.67,0.67,0.33
ARI732_1,THM,0.75,0.83,0.83,0.83,0.60,0.67,0.75,0.75,0.67,0.67,0.33
ARI733_1,THM,0.50,0.50,0.50,0.50,0.40,0.67,0.75,0.75,0.67,0.83,0.33
ARI734_1,THM,0.12,0.12,0.12,0.12,0.20,0.12,0.17,0.17,0.17,0.00,
ARI735_1,THM,0.12,0.12,0.12,0.12,0.20,0.12,0.17,0.17,0.17,0.00,
ARI736_1,THM,0.25,0.25,0.25,0.25,0.30,0.25,0.33,0.33,0.33,,
ARI737_1,THM,0.25,0.25,0.25,0.25,0.30,0.25,0.33,0.33,0.33,,
ARI738_1,THM,0.62,0.88,0.88,0.88,0.60,0.62,0.67,0.67,0.67,,
ARI739_1,THM,0.00,0.12,0.25,0.25,0.20,0.38,0.33,0.33,0.33,,
ARI740_1,THM,0.25,0.38,0.38,0.38,0.40,0.38,0.33,0.33,0.33,,
ARI741_1,THM,0.12,0.25,0.38,0.38,0.30,0.38,0.33,0.33,0.33,,
ARI742_1,THM,0.00,0.00,0.12,0.12,0.20,0.25,0.33,0.33,0.33,,
ARI743_1,THM,0.25,0.25,0.25,0.25,0.30,0.25,0.33,0.33,0.33,,
ARI744_1,THM,0.38,0.38,0.38,0.38,0.50,0.50,0.50,0.50,0.67,,
ARI745_1,UNS,0.40,0.50,0.67,0.67,0.67,0.67,0.75,0.75,0.67,,
ARI746_1,UNS,0.40,0.50,0.67,0.67,0.67,0.67,0.75,0.75,0.67,,
ARI747_1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
ARI748_1,UNS,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
ARI749_1,UNS,0.40,0.50,0.67,0.67,0.67,0.67,0.75,0.75,0.67,,
ARI750_1,UNS,0.20,0.25,0.33,0.33,0.33,0.33,0.25,0.25,0.33,,
ARI751_1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
ARI752_1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
ARI753_1,UNS,0.40,0.50,0.67,0.67,0.67,0.67,0.75,0.75,0.67,,
ARI754_1,UNS,0.40,0.50,0.67,0.67,0.67,0.67,0.75,0.75,0.67,,
ARI755_1,UNS,0.40,0.50,0.67,0.67,0.67,0.67,0.50,0.50,0.67,,
ARI756_1,UNS,0.40,0.50,0.67,0.67,0.67,0.67,0.75,0.75,0.67,,
ARI757_1,UNS,0.40,0.50,0.67,0.67,0.67,0.67,0.75,0.75,0.67,,
ARI758_1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
ARI759_1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
ARI760_1,UNS,0.40,0.50,0.67,0.67,0.67,0.67,0.75,0.75,0.67,,
ARI761_1,UNS,0.40,0.50,0.67,0.67,0.67,0.67,0.75,0.75,0.67,,
BIO001+1,SAT,1.00,0.67,0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.00,0.60
BIO002+1,CAX,0.78,0.72,0.81,0.81,0.88,0.93,0.83,0.83,0.83,0.87,
BIO003+1,CAX,0.67,0.64,0.69,0.69,0.78,0.73,0.72,0.72,0.78,0.70,
BIO004+1,CAX,0.92,0.81,0.83,0.83,0.91,0.93,0.86,0.86,0.87,0.90,
BIO005+1,THM,0.92,0.81,0.81,0.81,0.88,,,,,,
BIO006+1,THM,0.89,0.78,0.81,0.81,0.88,,,,,,
BOO001-1,UNS,0.09,0.08,0.10,0.10,0.08,0.13,0.11,0.11,0.06,0.05,0.05
BOO002-1,UNS,0.14,0.12,0.20,0.20,0.17,0.22,0.16,0.16,0.11,0.11,0.11
BOO002-2,UNS,0.09,0.08,0.15,0.15,0.08,0.17,0.11,0.11,0.06,0.05,0.05
BOO003-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BOO003-2,UNS,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.05,0.05
BOO003-4,UNS,0.00,0.00,0.05,0.05,0.04,0.09,0.05,0.05,0.00,0.00,0.00
BOO004-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BOO004-10,UNS,0.27,0.21,0.20,0.20,,,,,,,
BOO004-2,UNS,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.05,0.05
BOO004-4,UNS,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.05
BOO005-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BOO005-2,UNS,0.05,0.04,0.05,0.05,0.04,0.09,0.05,0.05,0.06,0.11,0.11
BOO005-4,UNS,0.05,0.04,0.05,0.05,0.04,0.09,0.05,0.05,0.06,0.11,0.11
BOO006-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BOO006-2,UNS,0.05,0.04,0.05,0.05,0.04,0.09,0.05,0.05,0.06,0.11,0.11
BOO006-4,UNS,0.05,0.04,0.10,0.10,0.08,0.13,0.11,0.11,0.06,0.11,0.16
BOO007-1,UNS,0.25,0.25,0.33,0.33,0.20,0.33,0.22,0.25,0.29,0.14,0.14
BOO007-2,UNS,0.14,0.21,0.30,0.30,0.25,0.35,0.26,0.26,0.17,0.16,0.21
BOO007-4,UNS,0.09,0.17,0.25,0.25,0.17,0.30,0.16,0.16,0.06,0.05,0.11
BOO008-1,UNS,0.31,0.33,0.33,0.33,0.20,0.33,0.22,0.25,0.29,0.29,0.29
BOO008-10,SAT,0.22,0.00,0.25,0.25,,,,,,,
BOO008-2,UNS,0.09,0.21,0.25,0.25,0.17,0.26,0.16,0.16,0.06,0.11,0.16
BOO008-3,SAT,0.10,0.20,0.12,0.12,0.22,0.27,0.22,0.22,0.12,0.00,0.00
BOO008-4,UNS,0.09,0.21,0.25,0.25,0.17,0.30,0.16,0.16,0.06,0.11,0.16
BOO009-1,UNS,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14
BOO009-2,UNS,0.09,0.08,0.10,0.10,0.08,0.17,0.11,0.11,0.11,0.11,0.11
BOO009-4,UNS,0.09,0.08,0.10,0.10,0.08,0.13,0.11,0.11,0.11,0.11,0.16
BOO010-1,UNS,0.06,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14
BOO010-2,UNS,0.05,0.04,0.10,0.10,0.08,0.22,0.16,0.16,0.06,0.05,0.05
BOO010-4,UNS,0.05,0.04,0.05,0.05,0.04,0.09,0.11,0.11,0.06,0.05,0.11
BOO011-1,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BOO011-2,UNS,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.05,0.11
BOO011-4,UNS,0.00,0.00,0.05,0.05,0.04,0.09,0.05,0.05,0.00,0.05,0.05
BOO012-1,UNS,0.00,0.00,0.00,0.00,0.10,0.11,0.00,0.00,0.00,0.00,0.00
BOO012-2,UNS,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.05,0.05
BOO012-3,UNS,0.06,0.17,0.11,0.11,0.20,0.11,0.00,0.00,0.00,0.00,0.00
BOO012-4,UNS,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.05,0.05
BOO013-1,UNS,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BOO013-2,UNS,0.00,0.00,0.05,0.05,0.04,0.13,0.05,0.05,0.00,0.05,0.05
BOO013-3,UNS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BOO013-4,UNS,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.05,0.05
BOO014-1,UNS,0.19,0.17,0.33,0.33,0.10,0.22,0.22,0.25,0.29,0.14,0.14
BOO014-10,UNS,0.77,0.67,0.65,0.65,0.79,0.74,,,,,
BOO014-2,UNS,0.05,0.04,0.10,0.10,0.08,0.22,0.16,0.16,0.06,0.05,0.11
BOO014-3,UNS,0.25,0.17,0.33,0.33,0.20,0.33,0.22,0.25,0.29,0.14,0.14
BOO014-4,UNS,0.05,0.08,0.20,0.20,0.08,0.17,0.16,0.16,0.11,0.11,0.16
BOO015-1,UNS,0.31,0.33,0.22,0.22,0.10,0.22,0.22,0.25,0.29,0.14,0.14
BOO015-10,UNS,0.73,0.71,0.70,0.70,,,,,,,
BOO015-2,UNS,0.05,0.04,0.05,0.05,0.04,0.17,0.11,0.11,0.06,0.05,0.11
BOO015-4,UNS,0.05,0.04,0.10,0.10,0.04,0.17,0.11,0.11,0.06,0.05,0.11
BOO016-1,UNS,0.06,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BOO016-2,UNS,0.09,0.08,0.15,0.15,0.12,0.22,0.21,0.21,0.11,0.11,0.11
BOO017-1,UNS,0.06,0.00,0.11,0.11,0.10,0.22,0.11,0.12,0.14,0.14,0.14
BOO017-10,UNS,0.36,0.33,0.35,0.35,,,,,,,
BOO017-2,UNS,0.09,0.08,0.10,0.10,0.08,0.17,0.11,0.11,0.11,0.11,0.11
BOO018-4,UNS,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.05,0.05
BOO019-1,SAT,0.22,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BOO020-1,UNS,0.47,0.50,0.58,0.58,0.59,0.65,0.69,0.75,0.64,0.69,0.71
BOO021-1,UNS,0.00,0.00,0.00,0.00,0.04,0.04,0.05,0.05,0.06,0.05,0.11
BOO022-1,UNS,0.05,0.12,0.25,0.25,0.17,0.26,0.26,0.26,0.17,0.21,0.32
BOO023-1,UNS,0.32,0.46,0.45,0.45,0.50,0.52,0.47,0.47,0.39,0.37,0.42
BOO024-1,UNS,0.18,0.21,0.25,0.25,0.21,0.30,0.26,0.26,0.17,0.16,0.26
BOO025-1,UNS,0.14,0.17,0.20,0.20,0.21,0.22,0.21,0.21,0.11,0.16,0.21
BOO026-1,UNS,0.18,0.21,0.20,0.20,0.25,0.30,0.32,0.32,0.22,0.32,0.42
BOO027-1,SAT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BOO028-1,UNS,0.14,0.21,0.25,0.25,0.12,0.35,0.16,0.16,0.06,0.11,0.16
BOO029-1,UNS,0.14,0.08,0.10,0.10,0.08,0.17,0.11,0.11,0.06,0.05,0.05
BOO030-1,SAT,0.22,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BOO031-1,UNS,0.23,0.29,0.35,0.35,0.29,0.39,0.37,0.37,0.28,0.26,0.37
BOO032-1,SAT,0.22,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BOO033-1,SAT,0.22,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BOO034-1,UNS,0.23,0.29,0.30,0.30,0.29,0.39,0.32,0.32,0.22,0.26,0.32
BOO035-1,UNS,0.33,0.31,0.26,0.26,0.41,0.47,0.46,0.42,0.27,0.38,0.43
BOO036-1,SAT,0.11,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BOO037-1,SAT,0.20,0.20,0.25,0.25,0.22,0.36,0.22,0.22,0.25,0.29,0.29
BOO037-2,SAT,0.11,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BOO037-3,SAT,0.11,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BOO038-1,UNS,0.40,0.44,0.53,0.53,0.47,0.53,0.46,0.50,0.36,0.46,0.57
BOO039-1,UNS,0.80,0.75,0.79,0.79,0.82,0.82,0.85,0.83,0.73,0.77,0.79
BOO040-1,OPN,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO041-1,OPN,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO042-1,SAT,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO043-1,OPN,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO044-1,OPN,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO045-1,OPN,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO046-1,OPN,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO046-10,OPN,1.00,1.00,1.00,1.00,,,,,,,
BOO047-1,OPN,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO047-10,OPN,1.00,1.00,1.00,1.00,1.00,1.00,,,,,
BOO048-1,SAT,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO049-1,OPN,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO050-1,OPN,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO051-1,OPN,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO051-10,OPN,1.00,1.00,1.00,1.00,,,,,,,
BOO052-1,OPN,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO053-1,OPN,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO054-1,OPN,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO055-1,OPN,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO056-1,SAT,0.60,0.80,0.75,0.75,0.78,0.73,0.67,0.67,0.62,0.57,0.43
BOO056-10,SAT,0.56,0.40,0.50,0.50,0.50,0.50,,,,,
BOO057-1,SAT,0.60,0.80,0.62,0.62,0.78,0.73,0.67,0.67,0.62,0.71,0.43
BOO057-10,SAT,0.56,0.40,0.50,0.50,,,,,,,
BOO058-1,SAT,0.60,0.80,0.88,0.88,0.89,0.82,0.78,0.78,0.75,0.86,0.57
BOO059-1,SAT,0.70,0.90,0.88,0.88,0.89,0.82,0.78,0.78,0.75,0.86,0.57
BOO060-1,SAT,0.70,0.90,0.88,0.88,0.89,0.82,0.78,0.78,0.75,0.86,0.57
BOO061-1,SAT,0.70,0.90,0.88,0.88,0.89,0.82,0.78,0.78,0.75,0.86,0.57
BOO066-1,SAT,0.80,0.90,0.88,0.88,0.89,0.82,0.89,0.89,0.88,0.86,0.71
BOO067-1,UNS,0.18,0.29,0.35,0.35,0.38,0.43,0.42,0.37,0.33,0.37,0.42
BOO068-1,UNS,0.14,0.21,0.25,0.25,0.21,0.30,0.21,0.21,0.11,0.16,0.21
BOO069-1,UNS,0.14,0.21,0.25,0.25,0.21,0.30,0.21,0.21,0.11,0.16,0.21
BOO070-1,UNS,0.14,0.21,0.25,0.25,0.21,0.30,0.21,0.21,0.11,0.16,0.21
BOO071-1,UNS,0.14,0.21,0.25,0.25,0.21,0.30,0.21,0.21,0.11,0.16,0.21
BOO072-1,UNS,0.18,0.25,0.25,0.25,0.25,0.35,0.26,0.26,0.17,0.21,0.26
BOO073-1,UNS,0.36,0.46,0.55,0.55,0.50,0.57,0.53,0.53,0.50,0.58,0.53
BOO074-1,UNS,0.18,0.25,0.25,0.25,0.25,0.35,0.26,0.26,0.17,0.21,0.26
BOO075-1,UNS,0.14,0.21,0.20,0.20,0.17,0.30,0.16,0.16,0.06,0.11,0.16
BOO076-1,UNS,0.77,0.71,0.80,0.80,0.75,0.78,0.74,0.74,0.67,0.68,0.74
BOO077-1,SAT,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO078-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO079-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO080-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO081-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO082-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO083-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO084-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO085-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO086-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO087-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO088-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO089-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO090-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO091-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO092-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO093-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO094-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO095-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO096-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO097-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO098-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO099-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO100-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO101-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO102-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO103-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO104-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO105-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO106-1,SAT,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO107-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO108-1,UNK,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
BOO109+1,THM,0.69,0.73,0.71,0.71,0.81,0.75,0.57,0.67,0.50,0.79,0.86
CAT001-1,UNS,0.06,0.08,0.11,0.11,0.10,0.11,0.00,0.00,0.00,0.00,0.00
CAT001-10,SAT,0.11,0.00,0.00,0.00,,,,,,,
CAT001-2,SAT,0.10,0.10,0.12,0.12,0.22,0.27,0.33,0.33,0.25,0.14,0.14
CAT001-3,UNS,0.15,0.14,0.05,0.05,0.16,0.18,0.17,0.17,0.08,0.27,0.20
CAT001-4,UNS,0.06,0.00,0.00,0.00,0.00,0.11,0.11,0.12,0.14,0.00,0.00
CAT002-1,UNS,0.06,0.00,0.00,0.00,0.10,0.11,0.00,0.00,0.00,0.00,0.00
CAT002-10,SAT,0.11,0.00,0.00,0.00,0.25,0.25,,,,,
CAT002-2,SAT,0.20,0.30,0.25,0.25,0.33,0.27,0.33,0.33,0.25,0.14,0.14
CAT002-3,UNS,0.10,0.10,0.05,0.05,0.11,0.18,0.17,0.17,0.08,0.13,0.07
CAT002-4,UNS,0.06,0.00,0.00,0.00,0.00,0.11,0.11,0.12,0.14,0.00,0.00
CAT003-1,UNS,0.06,0.08,0.11,0.11,0.10,0.11,0.00,0.00,0.00,0.00,0.00
CAT003-2,UNS,0.00,0.00,0.05,0.05,0.06,0.06,0.08,0.08,0.09,0.08,0.14
CAT003-3,UNS,0.10,0.10,0.05,0.05,0.11,0.12,0.17,0.17,0.08,0.13,0.13
CAT003-4,UNS,0.06,0.00,0.00,0.00,0.00,0.11,0.11,0.12,0.14,0.00,0.00
CAT004-1,UNS,0.00,0.00,0.00,0.00,0.10,0.11,0.00,0.00,0.00,0.00,0.00
CAT004-2,UNS,0.00,0.00,0.05,0.05,0.06,0.06,0.08,0.08,0.09,0.08,0.14
CAT004-3,UNS,0.20,0.19,0.11,0.11,0.16,0.12,0.25,0.25,0.17,0.20,0.27
CAT004-4,UNS,0.12,0.08,0.00,0.00,0.10,0.11,0.11,0.12,0.14,0.00,0.00
